2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
7.30155652757513,7.34454985089927,7.59108201908797,7.66610658193886,7.92645513487823,8.02297170198171,8.24730138801443,8.35587998568037,8.47417247950314,8.47740613240567,8.37597377480614,8.42356828231272,8.7662938717672,9.29103591502605,9.8128903391438,10.1173860799493,10.4965465177213,10.8414736714681,10.6853845333868,10.6693128165221,10.9580914024872,11.126487834892,11.0597619728096
